epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,26286.6,0.82096,0.77319,1.17938,0.90796,0.84462,0.9263,0.8163,0.49359,0.49134,0.94237,0.0086635,0.0086635,0.0086635
29,27091.3,0.8168,0.76801,1.1796,0.90154,0.85272,0.93168,0.82616,0.49294,0.4861,0.94511,0.008614,0.008614,0.008614
30,27895.7,0.8157,0.76487,1.17139,0.90425,0.84818,0.92361,0.82302,0.47911,0.48668,0.93912,0.0085645,0.0085645,0.0085645
31,28701.4,0.8156,0.77822,1.17589,0.88445,0.86242,0.93006,0.83819,0.47868,0.46345,0.93568,0.008515,0.008515,0.008515
32,29511,0.79936,0.74565,1.16702,0.91857,0.83612,0.92418,0.82808,0.47691,0.46768,0.94342,0.0084655,0.0084655,0.0084655
33,30312.6,0.80151,0.7528,1.16415,0.91228,0.86162,0.94027,0.83179,0.49757,0.45897,0.9436,0.008416,0.008416,0.008416
34,31119.8,0.79281,0.73966,1.15987,0.9117,0.87107,0.93409,0.8452,0.45411,0.45374,0.92759,0.0083665,0.0083665,0.0083665
35,31923.6,0.78539,0.73163,1.15307,0.89953,0.86856,0.93694,0.84033,0.46018,0.45348,0.92992,0.008317,0.008317,0.008317
36,32729.4,0.80057,0.74392,1.16825,0.91935,0.85551,0.94338,0.84556,0.468,0.4496,0.92859,0.0082675,0.0082675,0.0082675
37,33539.9,0.78551,0.73002,1.15597,0.94166,0.85787,0.94391,0.85171,0.45399,0.44122,0.92839,0.008218,0.008218,0.008218
38,34344.9,0.79267,0.72985,1.16195,0.92305,0.87638,0.94113,0.84274,0.46595,0.45516,0.92966,0.0081685,0.0081685,0.0081685
39,35152.8,0.78777,0.7144,1.16055,0.92734,0.85453,0.93961,0.84558,0.45987,0.44356,0.92288,0.008119,0.008119,0.008119
40,35959.8,0.7846,0.71368,1.1565,0.93428,0.86582,0.9468,0.86039,0.44803,0.41972,0.91709,0.0080695,0.0080695,0.0080695
41,36769.9,0.77596,0.71269,1.14811,0.9261,0.87952,0.94353,0.85501,0.44661,0.42524,0.91956,0.00802,0.00802,0.00802
42,37573.6,0.78541,0.71402,1.15519,0.90626,0.86065,0.93526,0.84543,0.44795,0.43296,0.92522,0.0079705,0.0079705,0.0079705
43,38378.1,0.78375,0.71356,1.14755,0.93321,0.86172,0.93777,0.84902,0.44579,0.43959,0.92631,0.007921,0.007921,0.007921
44,39182.3,0.77621,0.70142,1.14567,0.90581,0.85654,0.93861,0.84718,0.45055,0.43153,0.91776,0.0078715,0.0078715,0.0078715
45,39977,0.77459,0.69202,1.14793,0.92721,0.86887,0.94691,0.85696,0.45672,0.4175,0.92786,0.007822,0.007822,0.007822
46,40770.2,0.77382,0.68758,1.14876,0.89352,0.89089,0.94633,0.86572,0.42254,0.41447,0.91161,0.0077725,0.0077725,0.0077725
47,41558.3,0.77077,0.68498,1.14907,0.92069,0.88062,0.94558,0.86709,0.42998,0.40603,0.91511,0.007723,0.007723,0.007723
48,42344.5,0.77275,0.69034,1.14287,0.92083,0.89417,0.95016,0.86533,0.42952,0.40657,0.90906,0.0076735,0.0076735,0.0076735
49,43129,0.76542,0.67556,1.13958,0.91992,0.88621,0.94547,0.86661,0.42014,0.41021,0.90699,0.007624,0.007624,0.007624
50,43923.1,0.76576,0.67411,1.14337,0.94408,0.88986,0.9505,0.86466,0.44425,0.39916,0.9164,0.0075745,0.0075745,0.0075745
51,44706.8,0.76877,0.67943,1.1428,0.94551,0.8819,0.94943,0.86429,0.43524,0.39357,0.909,0.007525,0.007525,0.007525
52,45492.3,0.7614,0.65859,1.13638,0.89935,0.89297,0.94152,0.86397,0.42096,0.40088,0.90485,0.0074755,0.0074755,0.0074755
53,46275.2,0.75719,0.65946,1.13458,0.93524,0.87989,0.94841,0.87284,0.41952,0.39685,0.90729,0.007426,0.007426,0.007426
54,47058.3,0.76162,0.66174,1.1351,0.91894,0.88579,0.9484,0.86024,0.44336,0.39739,0.91192,0.0073765,0.0073765,0.0073765
55,47852,0.75316,0.65784,1.13366,0.94859,0.85839,0.9484,0.86374,0.43322,0.39707,0.91355,0.007327,0.007327,0.007327
56,48636,0.75413,0.65535,1.13578,0.92747,0.89085,0.9522,0.87397,0.43075,0.37204,0.91042,0.0072775,0.0072775,0.0072775
57,49420.6,0.75608,0.65243,1.13487,0.9287,0.88888,0.95293,0.8726,0.42417,0.38191,0.91492,0.007228,0.007228,0.007228
58,50204.9,0.75054,0.64439,1.13134,0.91845,0.88255,0.94828,0.87349,0.41978,0.39192,0.91539,0.0071785,0.0071785,0.0071785
59,51011.4,0.74303,0.63896,1.12918,0.93842,0.88117,0.95304,0.87208,0.41925,0.38443,0.90774,0.007129,0.007129,0.007129
60,51882.7,0.73237,0.63547,1.12273,0.92469,0.90403,0.95469,0.87948,0.41028,0.37751,0.90209,0.0070795,0.0070795,0.0070795
61,52671.6,0.73934,0.62642,1.11999,0.92754,0.89224,0.95621,0.88059,0.41447,0.37419,0.90818,0.00703,0.00703,0.00703
62,53485.9,0.73928,0.6288,1.12448,0.92114,0.90249,0.95438,0.88339,0.40717,0.37669,0.90565,0.0069805,0.0069805,0.0069805
63,54297.5,0.73495,0.63057,1.12186,0.93385,0.88894,0.95217,0.87899,0.41345,0.37839,0.90711,0.006931,0.006931,0.006931
64,55114.9,0.73992,0.63763,1.12694,0.91178,0.89035,0.95391,0.88065,0.41162,0.37636,0.90651,0.0068815,0.0068815,0.0068815
65,55917.2,0.73575,0.62397,1.12108,0.93492,0.89237,0.95357,0.88132,0.41142,0.37608,0.90654,0.006832,0.006832,0.006832
66,56725.9,0.72469,0.62859,1.11843,0.9195,0.89195,0.9533,0.87627,0.41477,0.38854,0.90708,0.0067825,0.0067825,0.0067825
67,57538.5,0.72844,0.61953,1.11882,0.92719,0.89931,0.95218,0.87725,0.4133,0.37806,0.90863,0.006733,0.006733,0.006733
68,58341.4,0.72123,0.6069,1.11073,0.9379,0.89048,0.95372,0.88256,0.39346,0.35698,0.89413,0.0066835,0.0066835,0.0066835
69,59397,0.72363,0.60855,1.12236,0.94793,0.89195,0.95327,0.88225,0.39479,0.35804,0.89902,0.006634,0.006634,0.006634
70,60606.1,0.71912,0.60518,1.11492,0.93704,0.89081,0.9579,0.88955,0.39998,0.36279,0.89692,0.0065845,0.0065845,0.0065845
71,61764.1,0.7192,0.61524,1.11201,0.9218,0.9125,0.95792,0.88647,0.39859,0.36163,0.89445,0.006535,0.006535,0.006535
72,62605.4,0.71405,0.60131,1.11327,0.93331,0.9133,0.95861,0.88975,0.39235,0.35213,0.89575,0.0064855,0.0064855,0.0064855
73,63408.3,0.71144,0.6051,1.11223,0.9475,0.89325,0.95684,0.88699,0.39546,0.3595,0.89953,0.006436,0.006436,0.006436
74,64212.1,0.7142,0.60105,1.11638,0.93118,0.90014,0.95845,0.88993,0.3966,0.35536,0.90198,0.0063865,0.0063865,0.0063865
75,65014.8,0.70655,0.59687,1.10891,0.93453,0.90579,0.96108,0.89512,0.38004,0.34574,0.88668,0.006337,0.006337,0.006337
76,65817.8,0.70328,0.58984,1.10441,0.94291,0.87861,0.95778,0.88847,0.38517,0.34958,0.89399,0.0062875,0.0062875,0.0062875
77,66622.7,0.7016,0.58309,1.10437,0.93803,0.88977,0.95622,0.88938,0.39399,0.351,0.90137,0.006238,0.006238,0.006238
78,67414.9,0.70738,0.58752,1.11139,0.93413,0.89626,0.95596,0.88847,0.38719,0.34353,0.89361,0.0061885,0.0061885,0.0061885
79,68220.8,0.69529,0.58352,1.10091,0.95361,0.87481,0.95696,0.89175,0.38546,0.3482,0.89363,0.006139,0.006139,0.006139
80,69287,0.69233,0.5835,1.10134,0.94831,0.89165,0.9576,0.89078,0.39187,0.34076,0.89224,0.0060895,0.0060895,0.0060895
81,70421.9,0.6984,0.58788,1.10241,0.93717,0.902,0.95878,0.89235,0.37934,0.33453,0.88845,0.00604,0.00604,0.00604
82,71612.1,0.69172,0.57723,1.10083,0.93387,0.90382,0.95773,0.89424,0.38179,0.34202,0.89514,0.0059905,0.0059905,0.0059905
83,72753.8,0.68475,0.57089,1.09505,0.94234,0.89217,0.95728,0.89274,0.37752,0.34183,0.88937,0.005941,0.005941,0.005941
84,73893.3,0.69203,0.57455,1.10208,0.95099,0.87426,0.95479,0.89066,0.37986,0.34273,0.88891,0.0058915,0.0058915,0.0058915
85,75041.2,0.68226,0.56895,1.0942,0.94498,0.89179,0.95861,0.8951,0.37284,0.33793,0.88585,0.005842,0.005842,0.005842
86,76171,0.67544,0.56296,1.09314,0.93556,0.90166,0.96064,0.89577,0.37583,0.33312,0.88854,0.0057925,0.0057925,0.0057925
87,77371.2,0.66522,0.57609,1.09127,0.9303,0.88868,0.95753,0.88866,0.38416,0.34281,0.8944,0.005743,0.005743,0.005743
88,78568.6,0.64485,0.55982,1.07875,0.92838,0.90042,0.9617,0.89554,0.37904,0.33804,0.89156,0.0056935,0.0056935,0.0056935
89,79767.1,0.63553,0.55162,1.07808,0.93233,0.90032,0.96114,0.8994,0.3724,0.33312,0.88979,0.005644,0.005644,0.005644
90,80964.7,0.63519,0.54698,1.07709,0.9532,0.89183,0.96134,0.89862,0.37205,0.32842,0.88649,0.0055945,0.0055945,0.0055945
91,82161.2,0.62324,0.54759,1.077,0.93991,0.91208,0.95967,0.89585,0.37443,0.32857,0.89069,0.005545,0.005545,0.005545
92,83358.1,0.6241,0.53903,1.07527,0.94652,0.89317,0.95827,0.89814,0.36999,0.33398,0.88888,0.0054955,0.0054955,0.0054955
93,84522.3,0.61775,0.54116,1.07126,0.93802,0.90457,0.95658,0.89437,0.36893,0.33259,0.88628,0.005446,0.005446,0.005446
94,85625,0.61606,0.53982,1.07176,0.93988,0.90175,0.95826,0.89487,0.37235,0.33311,0.8889,0.0053965,0.0053965,0.0053965
95,86627.1,0.6011,0.52684,1.06214,0.94374,0.9069,0.95745,0.89787,0.36569,0.32627,0.88439,0.005347,0.005347,0.005347
96,87469.4,0.61367,0.53032,1.07114,0.9407,0.90505,0.95695,0.89684,0.36528,0.32661,0.88261,0.0052975,0.0052975,0.0052975
97,88429.6,0.60466,0.52542,1.06731,0.93361,0.90834,0.95708,0.89617,0.36069,0.32598,0.8787,0.005248,0.005248,0.005248
98,89554.1,0.60927,0.53587,1.07112,0.95094,0.90256,0.9601,0.90032,0.36518,0.32402,0.88324,0.0051985,0.0051985,0.0051985
99,90619.6,0.59634,0.51898,1.06385,0.94659,0.89929,0.95983,0.89867,0.35848,0.32449,0.88138,0.005149,0.005149,0.005149
100,91736.2,0.60151,0.52649,1.0683,0.94613,0.90979,0.9614,0.90291,0.35692,0.32325,0.87897,0.0050995,0.0050995,0.0050995
101,92809.2,0.58704,0.51247,1.05556,0.94585,0.91414,0.96006,0.90242,0.35729,0.32281,0.88098,0.00505,0.00505,0.00505
102,93677.7,0.59336,0.51463,1.05812,0.93809,0.91869,0.96051,0.90245,0.35748,0.31929,0.88748,0.0050005,0.0050005,0.0050005
103,94747.5,0.59828,0.52111,1.06428,0.94848,0.91067,0.96243,0.90305,0.34899,0.31693,0.87536,0.004951,0.004951,0.004951
104,95804.7,0.59295,0.51508,1.06469,0.94547,0.9184,0.96141,0.90323,0.35283,0.31451,0.87725,0.0049015,0.0049015,0.0049015
105,96928.4,0.58816,0.50994,1.05936,0.94023,0.92255,0.96323,0.90336,0.35808,0.31438,0.88019,0.004852,0.004852,0.004852
106,98053.9,0.58243,0.50666,1.05944,0.93809,0.9215,0.9632,0.90368,0.36161,0.31228,0.88319,0.0048025,0.0048025,0.0048025
107,99053,0.5924,0.50693,1.06172,0.95533,0.90747,0.96297,0.90333,0.36183,0.31605,0.88172,0.004753,0.004753,0.004753
108,1056.32,0.56831,0.48714,1.04975,0.94704,0.90936,0.96247,0.9048,0.35512,0.31684,0.87971,0.0047035,0.0047035,0.0047035
109,1833.11,0.57769,0.50331,1.05549,0.94098,0.90673,0.9604,0.90442,0.3524,0.32471,0.87905,0.004654,0.004654,0.004654
110,2709.9,0.57376,0.50007,1.05092,0.94747,0.90756,0.9607,0.90561,0.34917,0.32249,0.87655,0.0046045,0.0046045,0.0046045
111,3478.99,0.58498,0.50626,1.05941,0.93451,0.92092,0.96129,0.90774,0.34993,0.32027,0.87846,0.004555,0.004555,0.004555
112,4259.54,0.57816,0.49971,1.05419,0.95099,0.9094,0.96248,0.90651,0.35025,0.31896,0.8801,0.0045055,0.0045055,0.0045055
113,5040.33,0.57956,0.49756,1.05692,0.94941,0.91092,0.96254,0.90684,0.34965,0.31328,0.88022,0.004456,0.004456,0.004456
114,5820.15,0.57465,0.50112,1.05289,0.94507,0.91243,0.96391,0.90917,0.34632,0.30779,0.87864,0.0044065,0.0044065,0.0044065
115,6604.08,0.57362,0.49161,1.0553,0.94381,0.9066,0.96386,0.90932,0.34873,0.31205,0.88021,0.004357,0.004357,0.004357
116,7386.5,0.57105,0.49243,1.05148,0.93772,0.91421,0.96308,0.90858,0.34829,0.31103,0.88041,0.0043075,0.0043075,0.0043075
117,8167.43,0.57439,0.48929,1.05637,0.94462,0.90942,0.96228,0.90859,0.34713,0.31257,0.8769,0.004258,0.004258,0.004258
118,8946.31,0.56555,0.48583,1.04965,0.93838,0.91614,0.9618,0.90947,0.34275,0.31128,0.877,0.0042085,0.0042085,0.0042085
119,9726.18,0.56045,0.48872,1.04736,0.93886,0.91342,0.9622,0.9092,0.33712,0.31202,0.87477,0.004159,0.004159,0.004159
120,10506.9,0.5666,0.48765,1.05071,0.93278,0.91965,0.96218,0.90836,0.337,0.30862,0.87452,0.0041095,0.0041095,0.0041095
121,11290.7,0.56726,0.48897,1.05058,0.95261,0.89728,0.96212,0.9076,0.33762,0.31103,0.87361,0.00406,0.00406,0.00406
122,12071.9,0.56248,0.48189,1.0491,0.93196,0.91927,0.9627,0.90968,0.33833,0.31002,0.87439,0.0040105,0.0040105,0.0040105
123,12858.3,0.55782,0.47696,1.04829,0.92352,0.92253,0.96255,0.9107,0.33574,0.30861,0.87347,0.003961,0.003961,0.003961
124,13639.1,0.55713,0.47757,1.04193,0.94001,0.91485,0.96307,0.91011,0.33502,0.30715,0.87457,0.0039115,0.0039115,0.0039115
125,14419.6,0.5625,0.47347,1.04767,0.93621,0.91548,0.96412,0.91241,0.33377,0.30481,0.87494,0.003862,0.003862,0.003862
126,15205.8,0.55891,0.47536,1.04918,0.92856,0.92064,0.96365,0.91059,0.33449,0.30415,0.87476,0.0038125,0.0038125,0.0038125
127,15984.4,0.55254,0.47231,1.04351,0.92743,0.92427,0.96369,0.91067,0.33674,0.30707,0.87696,0.003763,0.003763,0.003763
128,16764.7,0.55422,0.47495,1.04564,0.9291,0.91857,0.96319,0.91013,0.33528,0.30705,0.87569,0.0037135,0.0037135,0.0037135
129,17549.3,0.55185,0.47453,1.0426,0.94338,0.90953,0.96363,0.91107,0.33644,0.30532,0.87606,0.003664,0.003664,0.003664
130,18329.6,0.54915,0.46677,1.04824,0.94559,0.90836,0.96413,0.91278,0.33684,0.30454,0.87617,0.0036145,0.0036145,0.0036145
131,19109.1,0.54685,0.46552,1.04094,0.94491,0.90951,0.96411,0.91279,0.33569,0.30521,0.87771,0.003565,0.003565,0.003565
132,19887.6,0.54868,0.46793,1.04309,0.93883,0.91228,0.96334,0.91259,0.33533,0.30704,0.87758,0.0035155,0.0035155,0.0035155
133,20672.3,0.54353,0.45417,1.03666,0.94442,0.90979,0.96321,0.91246,0.333,0.3053,0.87686,0.003466,0.003466,0.003466
134,21458.8,0.53977,0.4605,1.03289,0.94637,0.90743,0.96304,0.91248,0.33492,0.30525,0.87801,0.0034165,0.0034165,0.0034165
135,22234.2,0.54323,0.45162,1.03755,0.94786,0.90273,0.96253,0.91226,0.33561,0.30765,0.8793,0.003367,0.003367,0.003367
136,23010.2,0.54534,0.44976,1.04272,0.93109,0.91874,0.96224,0.91162,0.33482,0.30801,0.88025,0.0033175,0.0033175,0.0033175
137,23793.6,0.53942,0.44619,1.0346,0.93031,0.91924,0.96206,0.91114,0.33254,0.30852,0.87919,0.003268,0.003268,0.003268
138,24570.6,0.54292,0.45887,1.03961,0.92758,0.91972,0.96196,0.9112,0.33295,0.30884,0.88008,0.0032185,0.0032185,0.0032185
139,25348.9,0.53182,0.44297,1.03077,0.93836,0.90699,0.96227,0.9118,0.33223,0.30636,0.87823,0.003169,0.003169,0.003169
140,26128,0.53717,0.44801,1.03196,0.93438,0.90866,0.96246,0.9109,0.33168,0.30503,0.87801,0.0031195,0.0031195,0.0031195
141,26914.3,0.53456,0.43777,1.0327,0.93543,0.90989,0.96252,0.91011,0.33188,0.30432,0.87826,0.00307,0.00307,0.00307
142,27698.9,0.52492,0.43287,1.02711,0.93395,0.91477,0.96271,0.91058,0.32939,0.30232,0.87574,0.0030205,0.0030205,0.0030205
143,28476.7,0.53892,0.45005,1.03745,0.93458,0.9139,0.96295,0.91101,0.32824,0.30153,0.87517,0.002971,0.002971,0.002971
144,29252.6,0.52433,0.44024,1.02771,0.93516,0.91603,0.96329,0.91203,0.32903,0.29919,0.87556,0.0029215,0.0029215,0.0029215
145,30035.2,0.52825,0.43845,1.03187,0.92551,0.92271,0.96386,0.91203,0.33088,0.29806,0.87662,0.002872,0.002872,0.002872
146,30818.7,0.52696,0.43675,1.03282,0.92324,0.92497,0.96418,0.91225,0.32972,0.29761,0.87513,0.0028225,0.0028225,0.0028225
147,31598.8,0.52135,0.43071,1.02904,0.92771,0.91955,0.96453,0.91324,0.3298,0.29697,0.87526,0.002773,0.002773,0.002773
148,32376.9,0.5223,0.43034,1.02868,0.92983,0.91963,0.96443,0.91254,0.33094,0.2957,0.87771,0.0027235,0.0027235,0.0027235
149,33159.8,0.53215,0.43778,1.03281,0.94299,0.90928,0.96471,0.91383,0.32868,0.29597,0.87516,0.002674,0.002674,0.002674
150,33936.1,0.52766,0.43678,1.02806,0.93851,0.91226,0.9652,0.91362,0.32789,0.29604,0.87459,0.0026245,0.0026245,0.0026245
151,34711.6,0.52261,0.43383,1.02801,0.93246,0.92032,0.96545,0.91341,0.32671,0.29574,0.8734,0.002575,0.002575,0.002575
152,35489.7,0.5128,0.42555,1.02368,0.93199,0.92154,0.96538,0.91272,0.32728,0.29581,0.8741,0.0025255,0.0025255,0.0025255
153,36266.1,0.52141,0.4256,1.03055,0.93149,0.91916,0.96553,0.91313,0.328,0.29613,0.875,0.002476,0.002476,0.002476
154,37041.9,0.52022,0.43129,1.02995,0.93293,0.919,0.96564,0.91335,0.32841,0.29617,0.8761,0.0024265,0.0024265,0.0024265
155,37817.4,0.51512,0.42908,1.0243,0.93505,0.91739,0.96581,0.91367,0.32707,0.29675,0.87483,0.002377,0.002377,0.002377
156,38593.3,0.51416,0.41834,1.02233,0.94727,0.90508,0.96589,0.91372,0.32585,0.29693,0.87391,0.0023275,0.0023275,0.0023275
157,39375,0.51507,0.41791,1.02198,0.95462,0.90146,0.96576,0.91342,0.32493,0.29779,0.8737,0.002278,0.002278,0.002278
158,40151.8,0.5163,0.42846,1.02492,0.95293,0.90216,0.96581,0.91482,0.32562,0.29864,0.87482,0.0022285,0.0022285,0.0022285
159,40928.6,0.51214,0.41912,1.02239,0.94886,0.90594,0.9658,0.91381,0.32516,0.29804,0.87464,0.002179,0.002179,0.002179
160,41714.5,0.50836,0.41986,1.02128,0.95084,0.90388,0.96597,0.9139,0.32615,0.29816,0.87567,0.0021295,0.0021295,0.0021295
161,42489.7,0.51391,0.41443,1.02275,0.94856,0.90435,0.96592,0.91424,0.32504,0.29682,0.87458,0.00208,0.00208,0.00208
162,43266.1,0.50793,0.41513,1.02208,0.94631,0.90609,0.96549,0.91411,0.32453,0.29717,0.87432,0.0020305,0.0020305,0.0020305
163,44042.3,0.50209,0.40969,1.01612,0.93446,0.9169,0.96535,0.91371,0.32498,0.29663,0.87474,0.001981,0.001981,0.001981
164,44825.8,0.50599,0.41267,1.0189,0.9331,0.91764,0.96525,0.91359,0.3242,0.29604,0.87404,0.0019315,0.0019315,0.0019315
165,45601.2,0.50412,0.40702,1.01849,0.9324,0.91915,0.96526,0.91355,0.325,0.2968,0.87498,0.001882,0.001882,0.001882
166,46370.7,0.49758,0.40732,1.0173,0.93228,0.91963,0.96573,0.91406,0.32452,0.29527,0.87497,0.0018325,0.0018325,0.0018325
167,47171,0.49714,0.40332,1.0153,0.93144,0.92062,0.9657,0.91424,0.32406,0.29526,0.87481,0.001783,0.001783,0.001783
168,48013,0.49897,0.4008,1.01503,0.93839,0.91283,0.96562,0.91412,0.32417,0.29564,0.87553,0.0017335,0.0017335,0.0017335
169,48814.1,0.49738,0.39803,1.01468,0.92964,0.92207,0.96537,0.91496,0.32304,0.29508,0.87456,0.001684,0.001684,0.001684
170,49647.2,0.49824,0.40716,1.01545,0.93777,0.91269,0.96541,0.91476,0.32287,0.29484,0.87462,0.0016345,0.0016345,0.0016345
171,50671.5,0.50184,0.40837,1.0193,0.93549,0.91551,0.96534,0.91523,0.32345,0.29391,0.8754,0.001585,0.001585,0.001585
172,51706.6,0.499,0.39859,1.01824,0.936,0.91639,0.96541,0.91543,0.32243,0.29339,0.87423,0.0015355,0.0015355,0.0015355
173,52593.4,0.49189,0.40209,1.01087,0.93615,0.91732,0.96534,0.91578,0.32173,0.29369,0.87355,0.001486,0.001486,0.001486
174,53777.1,0.49111,0.39605,1.01194,0.93587,0.91762,0.96541,0.91574,0.32131,0.29342,0.87357,0.0014365,0.0014365,0.0014365
175,54975.4,0.48654,0.39332,1.00899,0.93528,0.91817,0.96525,0.91529,0.3207,0.29321,0.87332,0.001387,0.001387,0.001387
176,56145.3,0.48897,0.39018,1.01683,0.93521,0.91786,0.96519,0.91551,0.32122,0.29398,0.87421,0.0013375,0.0013375,0.0013375
177,57332.9,0.4907,0.39476,1.01616,0.93548,0.91758,0.96527,0.91564,0.32114,0.29392,0.87419,0.001288,0.001288,0.001288
178,58507.3,0.49236,0.39428,1.01455,0.93595,0.91739,0.96512,0.91525,0.32084,0.29393,0.87405,0.0012385,0.0012385,0.0012385
179,59689,0.4834,0.38657,1.0117,0.93598,0.91651,0.96511,0.91506,0.32017,0.29469,0.87378,0.001189,0.001189,0.001189
180,60869.7,0.4822,0.38885,1.00943,0.93577,0.91648,0.9651,0.91468,0.3207,0.29468,0.87436,0.0011395,0.0011395,0.0011395
181,62047.5,0.49061,0.38753,1.0165,0.93526,0.91605,0.96498,0.915,0.32056,0.29457,0.87456,0.00109,0.00109,0.00109
182,63224.1,0.48305,0.38395,1.01032,0.93609,0.91555,0.96486,0.91515,0.32052,0.29417,0.87459,0.0010405,0.0010405,0.0010405
183,64411.9,0.48108,0.38404,1.00873,0.93657,0.9139,0.96479,0.9154,0.32016,0.29388,0.87427,0.000991,0.000991,0.000991
184,65601,0.48218,0.37781,1.00998,0.93572,0.91449,0.96477,0.91503,0.31989,0.29355,0.87433,0.0009415,0.0009415,0.0009415
185,66782.7,0.48629,0.3802,1.01587,0.93775,0.91338,0.96464,0.91522,0.31964,0.29373,0.87418,0.000892,0.000892,0.000892
186,67772.4,0.47753,0.37959,1.007,0.93829,0.9134,0.96459,0.91533,0.31936,0.2933,0.874,0.0008425,0.0008425,0.0008425
187,1101.85,0.46468,0.36704,1.00209,0.93949,0.91205,0.9646,0.91536,0.31959,0.29348,0.87417,0.000793,0.000793,0.000793
